sample,time_s,posX,posY,posZ,speed_ms,speed_kmh,velFwd,velLat,velVert,accelFwd,accelLat,accelVert,accelG,jerk,discontinuity,collisionActive,yawRate_degs,yawAccel_rads2,roll_deg,pitch_deg,slip_deg,upVsUp_deg,grounded,groundedFactor,groundedNodes,minNodeDist_m,inverted,clearance_m,clearanceErr_m,nearBottom,chassisContact,rawThrottle,rawMouseYawInput,processedYawIntent,finalSteeringCommand,steerCommandRatio01,stabilizerArmed,ocCharge,ocBurst,steerStability,steerTilt01,steerRollRate01,hoverRawDemand,hoverClampedTarget,hoverSmoothedCmd,hoverAppliedThrottle,hoverActiveMaxCmd,hoverForceN,hoverSatNodes,hoverOverdrive,hoverPower01,vectoringPower01,surfaceAdhesionAccel_ms2,surfaceAdhesionForceN,surfaceAdhesionLimited,airborneStability01,dragN,wingN,groundEffectN,downforceG,powerReq,powerGranted,powerBudget,overload01,driveShedding01,band,autoHoverCmd,manualBottomCmd,manualRoofCmd,section,arc_m,centerDist_m
98,0.9814,9383.569,3.327,12093.580,0.35,1.3,-0.15,-0.32,0.01,0.08,0.10,-1.75,0.179,165.0,0,0,-14.35,1.065,0.95,0.08,0.00,6.9,1,1.00,4,2.941,0,2.477,-0.141,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.56
100,1.0014,9383.563,3.327,12093.580,0.35,1.2,-0.15,-0.31,0.03,0.08,0.38,0.92,0.102,134.3,0,0,-12.96,1.218,0.30,-0.08,0.00,6.9,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.56
102,1.0214,9383.558,3.326,12093.570,0.34,1.2,-0.14,-0.31,0.00,0.08,0.12,-1.28,0.131,110.6,0,0,-11.65,1.135,0.98,-0.21,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.57
104,1.0414,9383.552,3.326,12093.570,0.34,1.2,-0.14,-0.31,0.00,0.08,0.20,-0.23,0.032,52.7,0,0,-10.57,0.948,1.67,-0.05,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.57
106,1.0614,9383.546,3.325,12093.570,0.34,1.2,-0.14,-0.30,0.00,0.07,0.15,0.35,0.039,28.7,0,0,-9.58,0.859,0.00,-0.08,0.00,6.9,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.57
108,1.0814,9383.540,3.324,12093.560,0.33,1.2,-0.14,-0.30,0.00,0.07,0.02,-0.22,0.024,29.0,0,0,-8.61,0.847,0.00,-0.07,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.58
110,1.1014,9383.534,3.323,12093.560,0.33,1.2,-0.14,-0.30,0.00,0.07,0.03,0.11,0.014,16.7,0,0,-7.75,0.750,0.13,-0.21,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.58
112,1.1214,9383.528,3.323,12093.560,0.33,1.2,-0.14,-0.30,0.00,0.06,0.01,-0.07,0.009,9.3,0,0,-6.99,0.671,0.12,-0.07,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.58
114,1.1414,9383.522,3.322,12093.560,0.33,1.2,-0.14,-0.30,0.00,0.05,0.03,0.09,0.011,8.0,0,0,-6.29,0.610,-0.16,0.06,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.59
116,1.1614,9383.517,3.321,12093.560,0.33,1.2,-0.14,-0.30,0.00,0.06,0.02,0.00,0.007,4.3,0,0,-5.66,0.542,0.12,-0.21,0.00,6.9,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.59
118,1.1814,9383.511,3.321,12093.550,0.33,1.2,-0.13,-0.30,0.00,0.07,0.02,-0.07,0.011,3.7,0,0,-5.11,0.482,-0.02,-0.07,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.59
120,1.2014,9383.505,3.320,12093.550,0.33,1.2,-0.13,-0.30,0.00,0.06,0.02,0.00,0.007,3.8,0,0,-4.62,0.428,-0.02,-0.21,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.60
122,1.2214,9383.499,3.319,12093.550,0.33,1.2,-0.13,-0.30,0.00,0.06,0.01,0.01,0.006,0.5,0,0,-4.17,0.391,0.11,0.08,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.60
124,1.2414,9383.493,3.318,12093.550,0.33,1.2,-0.13,-0.30,0.00,0.06,-0.01,-0.01,0.006,1.2,0,0,-3.76,0.364,0.11,-0.06,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.60
126,1.2614,9383.487,3.318,12093.550,0.33,1.2,-0.13,-0.30,0.00,0.06,0.00,0.02,0.006,1.3,0,0,-3.39,0.321,-0.17,-0.07,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.2,4.60
128,1.2814,9383.481,3.317,12093.540,0.33,1.2,-0.13,-0.30,0.00,0.06,-0.01,-0.01,0.006,1.6,0,0,-3.05,0.294,-0.17,-0.07,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.2,4.60
130,1.3014,9383.476,3.316,12093.540,0.33,1.2,-0.13,-0.30,0.00,0.06,0.01,0.02,0.006,1.7,0,0,-2.75,0.260,-0.02,-0.06,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,21.6,21.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.2,4.61
132,1.3214,9383.470,3.316,12093.540,0.31,1.1,-0.07,-0.30,0.00,2.96,0.02,0.04,0.302,145.3,0,0,-2.47,0.249,0.11,-0.06,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,64.8,64.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.2,4.62
134,1.3414,9383.464,3.315,12093.540,0.31,1.1,0.07,-0.30,0.00,6.89,0.02,0.00,0.702,196.3,0,0,-2.21,0.226,-0.03,-0.05,0.00,6.8,1,1.00,4,2.941,0,2.477,-0.141,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,108.0,108.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.2,4.62
136,1.3614,9383.458,3.314,12093.550,0.41,1.5,0.29,-0.30,0.00,10.82,0.02,0.02,1.103,196.8,0,0,-1.98,0.199,0.11,-0.16,0.00,6.8,1,1.00,4,2.940,0,2.475,-0.140,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,151.2,151.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.63
138,1.3814,9383.452,3.313,12093.560,0.65,2.4,0.58,-0.30,0.00,14.74,0.02,-0.07,1.502,195.7,0,0,-1.77,0.180,-0.74,-0.02,27.15,6.8,1,1.00,4,2.938,0,2.474,-0.138,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,194.4,194.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.63
140,1.4014,9383.446,3.313,12093.570,1.00,3.6,0.95,-0.30,0.00,18.66,-0.04,-0.10,1.903,196.3,0,0,-1.53,0.216,-1.03,-0.15,17.39,6.8,1,1.00,4,2.937,0,2.472,-0.137,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,1.2,1.2,0.000,237.6,237.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.63
142,1.4214,9383.438,3.312,12093.600,1.44,5.2,1.41,-0.30,-0.01,22.59,-0.06,-0.17,2.303,196.3,0,0,-1.26,0.236,-2.19,-0.02,12.05,6.8,1,1.00,4,2.935,0,2.470,-0.135,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,2.5,2.5,0.000,280.8,280.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.64
144,1.4414,9383.431,3.311,12093.640,1.96,7.1,1.94,-0.30,-0.01,26.52,-0.11,-0.23,2.703,196.4,0,0,-1.00,0.225,-3.36,-0.03,8.88,6.8,1,1.00,4,2.933,0,2.468,-0.133,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,4.7,4.7,0.000,324.0,324.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.64
146,1.4614,9383.423,3.310,12093.680,2.56,9.2,2.55,-0.30,0.01,30.44,-0.03,1.13,3.105,207.6,0,0,-0.87,0.116,0.07,0.17,6.79,6.8,1,1.00,4,2.930,0,2.465,-0.130,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,8.7,8.1,8.1,0.000,367.2,367.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.65
148,1.4814,9383.415,3.309,12093.750,3.25,11.7,3.23,-0.30,0.01,34.37,0.11,0.04,3.503,204.1,0,0,-0.76,0.088,0.08,0.24,5.32,6.8,1,1.00,4,2.925,0,2.461,-0.125,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,14.1,12.9,12.9,0.000,410.4,410.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.65
150,1.5014,9383.405,3.308,12093.820,4.01,14.4,4.00,-0.30,0.03,38.27,0.09,0.62,3.902,197.4,0,0,-0.66,0.092,-0.06,0.29,4.28,6.8,1,1.00,4,2.922,0,2.458,-0.122,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,21.5,19.7,19.7,0.000,453.6,453.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.5,4.66
152,1.5214,9383.396,3.307,12093.920,4.85,17.5,4.84,-0.30,0.03,42.24,0.08,-0.02,4.305,200.7,0,0,-0.59,0.057,0.09,0.23,3.51,6.8,1,1.00,4,2.917,0,2.453,-0.117,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,31.6,28.8,28.8,0.001,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.6,4.66
154,1.5414,9383.385,3.306,12094.030,5.72,20.6,5.72,-0.30,0.05,43.62,0.11,1.23,4.448,93.2,0,0,-0.47,0.104,-0.05,0.43,2.96,6.8,1,1.00,4,2.913,0,2.449,-0.113,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,44.0,40.1,40.1,0.001,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.7,4.67
156,1.5614,9383.373,3.305,12094.150,6.59,23.7,6.59,-0.29,0.06,43.61,0.10,0.64,4.446,29.1,0,0,-0.40,0.061,-2.44,-0.31,2.55,6.8,1,1.00,4,2.910,0,2.445,-0.110,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,58.5,53.3,53.3,0.001,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.8,4.67
158,1.5814,9383.361,3.303,12094.300,7.46,26.9,7.46,-0.28,0.07,43.38,0.57,0.52,4.423,26.9,0,0,0.41,0.715,0.03,0.60,2.17,6.8,1,1.00,4,2.904,0,2.440,-0.104,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,74.9,68.2,68.2,0.001,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,0.0,4.68
160,1.6014,9383.349,3.302,12094.460,8.33,30.0,8.33,-0.29,0.10,43.59,-0.16,1.45,4.446,59.9,0,0,1.32,0.789,-0.08,0.62,1.96,6.8,1,1.00,4,2.902,0,2.437,-0.102,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,93.4,85.0,85.1,0.002,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,0.2,4.69
162,1.6214,9383.335,3.300,12094.640,9.20,33.1,9.20,-0.29,0.10,43.62,-0.28,-0.25,4.447,85.0,0,0,1.99,0.589,-0.08,0.82,1.81,6.8,1,1.00,4,2.898,0,2.433,-0.098,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,114.0,103.8,103.8,0.002,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,0.4,4.70
164,1.6414,9383.321,3.299,12094.840,10.08,36.3,10.07,-0.30,0.13,43.56,-0.41,1.83,4.445,104.3,0,0,2.69,0.609,0.06,0.72,1.70,6.8,1,1.00,4,2.895,0,2.431,-0.095,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,136.7,124.4,124.4,0.002,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,0.5,4.71
166,1.6614,9383.306,3.298,12095.050,10.95,39.4,10.94,-0.31,0.15,43.58,-0.44,0.73,4.443,55.0,0,0,2.42,-0.237,-2.50,0.08,1.61,6.8,1,1.00,4,2.893,0,2.428,-0.093,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,161.3,146.8,146.8,0.003,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,0.7,4.71
168,1.6814,9383.291,3.295,12095.280,11.81,42.5,11.80,-0.29,0.21,43.07,1.07,3.03,4.403,140.2,0,0,1.32,-0.957,-0.04,1.17,1.39,6.9,1,1.00,4,2.888,0,2.424,-0.088,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,187.7,170.8,170.8,0.003,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,1.0,4.72
170,1.7014,9383.276,3.296,12095.530,12.68,45.6,12.67,-0.29,0.25,43.50,-0.25,2.22,4.440,80.6,0,0,1.17,-0.131,-0.13,1.07,1.32,6.8,1,1.00,4,2.887,0,2.423,-0.087,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,216.4,196.9,196.9,0.004,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,1.2,4.73
172,1.7214,9383.260,3.296,12095.800,13.55,48.8,13.54,-0.30,0.27,43.52,-0.23,0.65,4.437,78.5,0,0,1.05,-0.104,-0.03,1.37,1.25,6.8,1,1.00,4,2.885,0,2.421,-0.085,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,247.2,224.8,224.9,0.004,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,1.5,4.74
174,1.7414,9383.241,3.293,12096.080,14.41,51.9,14.41,-0.27,0.06,43.28,1.18,-10.10,4.532,542.3,0,0,1.27,0.192,-0.10,1.28,1.08,7.0,1,1.00,4,2.872,0,2.407,-0.072,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,279.8,254.5,254.4,0.005,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,1.8,4.75
176,1.7614,9383.225,3.295,12096.380,15.28,55.0,15.27,-0.28,0.36,43.07,-0.43,14.73,4.640,1244.4,0,0,1.68,0.354,-0.09,1.39,1.05,6.9,1,1.00,4,2.876,0,2.411,-0.076,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,314.2,285.8,285.9,0.005,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,2.1,4.77
178,1.7814,9383.207,3.295,12096.700,16.15,58.1,16.14,-0.29,0.27,43.54,-0.30,-4.64,4.464,968.8,0,0,1.49,-0.170,0.00,1.49,1.02,6.8,1,1.00,4,2.876,0,2.411,-0.076,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,351.1,319.3,319.3,0.006,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,2.4,4.78
180,1.8014,9383.188,3.296,12097.040,17.02,61.3,17.01,-0.29,0.38,43.37,-0.33,5.71,4.459,517.7,0,0,1.33,-0.132,-0.10,0.94,0.99,6.8,1,1.00,4,2.873,0,2.409,-0.073,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,389.9,354.5,354.7,0.007,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,2.7,4.79
182,1.8214,9383.168,3.297,12097.390,17.88,64.4,17.88,-0.30,0.34,43.50,-0.31,-2.13,4.439,392.4,0,0,1.16,-0.149,-0.77,0.47,0.96,6.9,1,1.00,4,2.871,0,2.407,-0.071,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,430.8,391.7,391.8,0.007,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,3.1,4.81
184,1.8414,9383.148,3.297,12097.760,18.75,67.5,18.74,-0.30,0.46,43.19,-0.17,6.28,4.449,421.0,0,0,1.17,0.009,0.19,1.23,0.93,6.9,1,1.00,4,2.867,0,2.403,-0.067,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,473.4,430.5,430.7,0.008,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,3.4,4.82
186,1.8614,9383.128,3.299,12098.150,19.62,70.6,19.61,-0.31,0.43,43.52,-0.31,-1.55,4.439,392.2,0,0,1.14,-0.032,0.15,1.11,0.90,6.8,1,1.00,4,2.865,0,2.401,-0.065,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,518.4,471.4,471.6,0.009,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,3.9,4.84
188,1.8814,9383.105,3.300,12098.550,20.49,73.8,20.48,-0.31,0.39,43.48,-0.17,-1.95,4.437,21.1,0,0,0.94,-0.169,0.18,1.39,0.87,6.9,1,1.00,4,2.862,0,2.397,-0.062,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,565.4,514.1,514.3,0.010,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,4.3,4.85
190,1.9014,9383.085,3.302,12098.970,21.36,76.9,21.35,-0.32,0.46,43.40,-0.23,3.45,4.438,269.9,0,0,0.96,0.010,0.00,1.39,0.85,6.8,1,1.00,4,2.861,0,2.397,-0.061,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,614.3,558.6,558.8,0.010,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,4.7,4.86
192,1.9214,9383.061,3.305,12099.410,22.23,80.0,22.22,-0.32,0.57,43.27,-0.12,5.47,4.446,101.2,0,0,0.71,-0.214,2.28,1.42,0.82,6.8,1,1.00,4,2.860,0,2.396,-0.060,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,665.1,604.8,605.2,0.011,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,5.1,4.88
194,1.9414,9383.038,3.310,12099.870,23.09,83.1,23.08,-0.31,0.56,43.39,0.43,-0.49,4.423,299.3,0,0,1.36,0.566,-2.78,0.49,0.77,6.7,1,1.00,4,2.861,0,2.396,-0.061,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,718.1,652.9,653.1,0.012,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,0,5.6,4.89
