sample,time_s,steerRaw,steerDemand,steerSens,cornerCap,fl,fr,bl,br,yawDampCoeff,gripApplied,gripReqLat,gripAppLat,gripReqLong,gripAppLong,gripClamp01,gripBreak01,slip_deg,stabArmed,avgHoverCmd,avgRoofCmd,pHoverReq,pHoverGr,pDriveReq,pDriveGr,pVecReq,pVecGr,pStabReq,pStabGr,pOcReq,pOcGr,mainThrottle,brakeThrottle
840,8.401,-0.080,-0.224,0.240,0.900,0.000,0.054,0.054,0.000,3.200,1,-32.43,-32.43,0.00,0.00,1.000,0.000,1.80,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
848,8.481,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-34.26,-34.26,0.00,0.00,1.000,0.000,1.88,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
856,8.561,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-35.69,-35.69,0.00,0.00,1.000,0.000,1.94,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
864,8.641,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-31.05,-31.05,0.00,0.00,1.000,0.000,1.67,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
872,8.721,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-33.45,-33.45,0.00,0.00,1.000,0.000,1.78,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
880,8.801,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-37.18,-37.18,0.00,0.00,1.000,0.000,1.96,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
888,8.881,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-37.39,-37.39,0.00,0.00,1.000,0.000,1.96,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
896,8.961,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-35.72,-35.72,0.00,0.00,1.000,0.000,1.85,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
904,9.041,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,-34.59,-34.59,0.00,0.00,1.000,0.000,1.78,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
912,9.121,0.320,0.896,0.240,0.900,0.215,0.000,0.000,0.215,3.200,1,-23.16,-23.16,0.00,0.00,1.000,0.000,1.18,1,0.000,0.000,0.0,0.0,480.0,480.0,107.5,107.5,0.0,0.0,0.0,0.0,1.000,0.000
920,9.201,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,4.49,4.49,0.00,0.00,1.000,0.000,0.23,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
928,9.281,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,22.23,22.23,0.00,0.00,1.000,0.000,1.11,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
936,9.361,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,29.75,29.75,0.00,0.00,1.000,0.000,1.47,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
944,9.441,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,28.62,28.62,0.00,0.00,1.000,0.000,1.40,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
952,9.521,-0.080,-0.224,0.240,0.900,0.000,0.054,0.054,0.000,3.200,1,20.62,20.62,0.00,0.00,1.000,0.000,1.00,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
960,9.601,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,5.44,5.44,0.00,0.00,1.000,0.000,0.26,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
968,9.681,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-3.40,-3.40,0.00,0.00,1.000,0.000,0.16,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
976,9.761,0.000,0.000,0.240,0.900,0.000,0.900,0.000,0.900,3.200,1,-4.07,-4.07,0.00,0.00,1.000,0.000,0.19,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
984,9.841,0.000,0.000,0.240,0.900,0.000,0.900,0.000,0.900,3.200,1,1.50,1.50,0.00,0.00,1.000,0.000,0.07,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
992,9.921,0.000,0.000,0.240,0.900,0.000,0.900,0.000,0.900,3.200,1,5.05,5.05,0.00,0.00,1.000,0.000,0.24,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
1000,10.001,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,5.78,5.78,0.00,0.00,1.000,0.000,0.27,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1008,10.081,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,3.37,3.37,0.00,0.00,1.000,0.000,0.15,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1016,10.161,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,3.23,3.23,0.00,0.00,1.000,0.000,0.15,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1024,10.241,-0.200,-0.560,0.240,0.900,0.000,0.134,0.134,0.000,3.200,1,0.16,0.16,0.00,0.00,1.000,0.000,0.01,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1032,10.321,-0.200,-0.560,0.240,0.900,0.000,0.134,0.134,0.000,3.200,1,-16.17,-16.17,0.00,0.00,1.000,0.000,0.73,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1040,10.401,-0.200,-0.560,0.240,0.900,0.000,0.134,0.134,0.000,3.200,1,-44.12,-44.12,0.00,0.00,1.000,0.000,1.97,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1048,10.481,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-77.56,-77.56,0.00,0.00,1.000,0.000,3.45,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1056,10.561,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-82.96,-82.96,0.00,0.00,1.000,0.000,3.68,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1064,10.641,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,-73.56,-73.56,0.00,0.00,1.000,0.000,3.24,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
1072,10.721,0.200,0.560,0.240,0.900,0.134,0.000,0.000,0.134,3.200,1,-52.06,-52.06,0.00,0.00,1.000,0.000,2.28,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1080,10.801,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-16.20,-16.20,0.00,0.00,1.000,0.000,0.71,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1088,10.881,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,8.19,8.19,0.00,0.00,1.000,0.000,0.35,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
1096,10.961,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,23.82,23.82,0.00,0.00,1.000,0.000,1.02,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1104,11.041,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,21.31,21.31,0.00,0.00,1.000,0.000,0.91,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
1112,11.121,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,43.23,43.23,0.00,0.00,1.000,0.000,1.88,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1120,11.201,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,35.31,35.31,0.00,0.00,1.000,0.000,1.54,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
1128,11.281,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,22.42,22.42,0.00,0.00,1.000,0.000,0.99,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
1136,11.361,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,20.22,20.22,0.00,0.00,1.000,0.000,0.90,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
1144,11.441,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,12.59,12.59,0.00,0.00,1.000,0.000,0.57,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1152,11.521,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,7.66,7.66,0.00,0.00,1.000,0.000,0.34,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1160,11.601,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,6.03,6.03,0.00,0.00,1.000,0.000,0.27,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1168,11.681,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,4.36,4.36,0.00,0.00,1.000,0.000,0.19,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1176,11.761,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,2.58,2.58,0.00,0.00,1.000,0.000,0.12,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
1184,11.841,0.240,0.672,0.240,0.900,0.161,0.000,0.000,0.161,3.200,1,1.24,1.24,0.00,0.00,1.000,0.000,0.06,1,0.000,0.000,0.0,0.0,480.0,480.0,80.6,80.6,0.0,0.0,0.0,0.0,1.000,0.000
1192,11.921,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,1.36,1.36,0.00,0.00,1.000,0.000,0.06,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
1200,12.001,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,0.52,0.52,0.00,0.00,1.000,0.000,0.02,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1208,12.081,0.160,0.448,0.240,0.900,0.108,0.000,0.000,0.108,3.200,1,0.06,0.06,0.00,0.00,1.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,53.8,53.8,0.0,0.0,0.0,0.0,1.000,0.000
1216,12.161,0.200,0.560,0.240,0.900,0.134,0.900,0.000,0.900,3.200,1,2.00,2.00,0.00,0.00,1.000,0.000,0.09,1,0.000,0.000,0.0,0.0,480.0,480.0,483.6,483.6,0.0,0.0,0.0,0.0,1.000,0.000
1224,12.241,0.240,0.672,0.240,0.900,0.161,0.900,0.000,0.900,3.200,1,11.11,11.11,0.00,0.00,1.000,0.000,0.50,1,0.000,0.000,0.0,0.0,480.0,480.0,490.3,490.3,0.0,0.0,0.0,0.0,1.000,0.000
1232,12.321,0.200,0.560,0.240,0.900,0.134,0.900,0.000,0.900,3.200,1,19.64,19.64,0.00,0.00,1.000,0.000,0.89,1,0.000,0.000,0.0,0.0,480.0,480.0,483.6,483.6,0.0,0.0,0.0,0.0,1.000,0.000
1240,12.401,0.360,1.008,0.240,0.900,0.242,0.900,0.000,0.900,3.200,1,25.41,25.41,0.00,0.00,1.000,0.000,1.16,1,0.000,0.000,0.0,0.0,480.0,480.0,510.5,510.5,0.0,0.0,0.0,0.0,1.000,0.000
1248,12.481,0.640,1.792,0.240,0.900,0.430,0.000,0.000,0.430,3.200,1,26.85,26.85,0.00,0.00,1.000,0.000,1.24,1,0.000,0.000,0.0,0.0,480.0,480.0,215.0,215.0,0.0,0.0,0.0,0.0,1.000,0.000
1256,12.561,0.880,2.464,0.240,0.900,0.591,0.000,0.000,0.591,3.200,1,27.56,27.56,0.00,0.00,1.000,0.000,1.28,1,0.000,0.000,0.0,0.0,480.0,480.0,295.7,295.7,0.0,0.0,0.0,0.0,1.000,0.000
1264,12.641,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,21.97,21.97,0.00,0.00,1.000,0.000,1.03,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1272,12.721,0.160,0.448,0.240,0.900,0.900,0.000,0.900,0.108,3.200,1,15.43,15.43,0.00,0.00,1.000,0.000,0.73,1,0.000,0.000,0.0,0.0,480.0,480.0,476.9,476.9,0.0,0.0,0.0,0.0,1.000,0.000
1280,12.801,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,0.30,0.30,0.00,0.00,1.000,0.000,0.01,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1288,12.881,-0.760,-2.128,0.240,0.900,0.000,0.511,0.511,0.000,3.200,1,-2.36,-2.36,0.00,0.00,1.000,0.000,0.11,1,0.000,0.000,0.0,0.0,480.0,480.0,255.4,255.4,0.0,0.0,0.0,0.0,1.000,0.000
1296,12.961,-1.000,-2.800,0.240,0.900,0.000,0.672,0.672,0.000,3.200,1,-18.80,-18.80,0.00,0.00,1.000,0.000,0.89,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1304,13.041,-0.840,-2.352,0.240,0.900,0.000,0.564,0.564,0.000,3.200,1,-36.54,-36.54,0.00,0.00,1.000,0.000,1.74,1,0.000,0.000,0.0,0.0,480.0,480.0,282.2,282.2,0.0,0.0,0.0,0.0,1.000,0.000
1312,13.121,-0.480,-1.344,0.240,0.900,0.000,0.323,0.323,0.000,3.200,1,-34.40,-34.40,0.00,0.00,1.000,0.000,1.65,1,0.000,0.000,0.0,0.0,480.0,480.0,161.3,161.3,0.0,0.0,0.0,0.0,1.000,0.000
1320,13.201,-0.240,-0.672,0.240,0.900,0.000,0.161,0.161,0.000,3.200,1,-26.89,-26.89,0.00,0.00,1.000,0.000,1.29,1,0.000,0.000,0.0,0.0,480.0,480.0,80.6,80.6,0.0,0.0,0.0,0.0,1.000,0.000
1328,13.281,-0.400,-1.120,0.240,0.900,0.000,0.269,0.269,0.000,3.200,1,-21.28,-21.28,0.00,0.00,1.000,0.000,1.03,1,0.000,0.000,0.0,0.0,480.0,480.0,134.4,134.4,0.0,0.0,0.0,0.0,1.000,0.000
1336,13.361,-0.200,-0.560,0.240,0.900,0.000,0.134,0.134,0.000,3.200,1,-15.49,-15.49,0.00,0.00,1.000,0.000,0.75,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1344,13.441,-0.440,-1.232,0.240,0.900,0.000,0.296,0.296,0.000,3.200,1,-12.02,-12.02,0.00,0.00,1.000,0.000,0.59,1,0.000,0.000,0.0,0.0,480.0,480.0,147.8,147.8,0.0,0.0,0.0,0.0,1.000,0.000
1352,13.521,-0.520,-1.456,0.240,0.900,0.000,0.349,0.349,0.000,3.200,1,-15.78,-15.78,0.00,0.00,1.000,0.000,0.78,1,0.000,0.000,0.0,0.0,480.0,480.0,174.7,174.7,0.0,0.0,0.0,0.0,1.000,0.000
1360,13.601,-0.920,-2.576,0.240,0.900,0.000,0.618,0.618,0.000,3.200,1,-21.08,-21.08,0.00,0.00,1.000,0.000,1.05,1,0.000,0.000,0.0,0.0,480.0,480.0,309.1,309.1,0.0,0.0,0.0,0.0,1.000,0.000
1368,13.681,-0.600,-1.680,0.240,0.900,0.000,0.403,0.403,0.000,3.200,1,-18.57,-18.57,0.00,0.00,1.000,0.000,0.93,1,0.000,0.000,0.0,0.0,480.0,480.0,201.6,201.6,0.0,0.0,0.0,0.0,1.000,0.000
1376,13.761,-0.680,-1.904,0.240,0.900,0.000,0.457,0.457,0.000,3.200,1,-16.40,-16.40,0.00,0.00,1.000,0.000,0.82,1,0.000,0.000,0.0,0.0,480.0,480.0,228.5,228.5,0.0,0.0,0.0,0.0,1.000,0.000
1384,13.841,-1.000,-2.800,0.240,0.900,0.000,0.672,0.672,0.000,3.200,1,-18.89,-18.89,0.00,0.00,1.000,0.000,0.95,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1392,13.921,-1.000,-2.800,0.240,0.900,0.000,0.672,0.672,0.000,3.200,1,-32.55,-32.55,0.00,0.00,1.000,0.000,1.63,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1400,14.001,-1.000,-2.800,0.240,0.900,0.000,0.672,0.672,0.000,3.200,1,-63.65,-63.65,0.00,0.00,1.000,0.000,3.19,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1408,14.081,-0.960,-2.688,0.240,0.900,0.000,0.645,0.645,0.000,3.200,1,-95.87,-95.87,0.00,0.00,1.000,0.000,4.82,1,0.000,0.000,0.0,0.0,480.0,480.0,322.6,322.6,0.0,0.0,0.0,0.0,1.000,0.000
1416,14.161,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,-131.18,-120.00,0.00,0.00,0.915,0.000,6.63,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1424,14.241,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,-102.45,-102.45,0.00,0.00,1.000,0.000,5.19,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
1432,14.321,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,-71.71,-71.71,0.00,0.00,1.000,0.000,3.64,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1440,14.401,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,-25.78,-25.78,0.00,0.00,1.000,0.000,1.31,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1448,14.481,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,11.78,11.78,0.00,0.00,1.000,0.000,0.59,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1456,14.561,0.440,1.232,0.240,0.900,0.296,0.000,0.000,0.296,3.200,1,9.38,9.38,0.00,0.00,1.000,0.000,0.47,1,0.000,0.000,0.0,0.0,480.0,480.0,147.8,147.8,0.0,0.0,0.0,0.0,1.000,0.000
1464,14.641,0.760,2.128,0.240,0.900,0.511,0.000,0.000,0.511,3.200,1,16.55,16.55,0.00,0.00,1.000,0.000,0.83,1,0.000,0.000,0.0,0.0,480.0,480.0,255.4,255.4,0.0,0.0,0.0,0.0,1.000,0.000
1472,14.721,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,19.33,19.33,0.00,0.00,1.000,0.000,0.97,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1480,14.801,0.360,1.008,0.240,0.900,0.242,0.000,0.000,0.242,3.200,1,14.38,14.38,0.00,0.00,1.000,0.000,0.72,1,0.000,0.000,0.0,0.0,480.0,480.0,121.0,121.0,0.0,0.0,0.0,0.0,1.000,0.000
1488,14.881,0.520,1.456,0.240,0.900,0.349,0.000,0.000,0.349,3.200,1,12.02,12.02,0.00,0.00,1.000,0.000,0.60,1,0.000,0.000,0.0,0.0,480.0,480.0,174.7,174.7,0.0,0.0,0.0,0.0,1.000,0.000
1496,14.961,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,17.85,17.85,0.00,0.00,1.000,0.000,0.89,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
1504,15.041,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,18.44,18.44,0.00,0.00,1.000,0.000,0.92,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1512,15.121,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,13.28,13.28,0.00,0.00,1.000,0.000,0.66,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1520,15.201,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,8.98,8.98,0.00,0.00,1.000,0.000,0.45,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1528,15.281,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,6.77,6.77,0.00,0.00,1.000,0.000,0.34,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1536,15.361,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,4.35,4.35,0.00,0.00,1.000,0.000,0.22,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1544,15.441,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,2.19,2.19,0.00,0.00,1.000,0.000,0.11,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1552,15.521,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,1.95,1.95,0.00,0.00,1.000,0.000,0.10,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1560,15.601,0.400,1.120,0.240,0.900,0.269,0.000,0.000,0.269,3.200,1,0.89,0.89,0.00,0.00,1.000,0.000,0.04,1,0.000,0.000,0.0,0.0,480.0,480.0,134.4,134.4,0.0,0.0,0.0,0.0,1.000,0.000
1568,15.681,0.360,1.008,0.240,0.900,0.242,0.000,0.000,0.242,3.200,1,2.82,2.82,0.00,0.00,1.000,0.000,0.14,1,0.000,0.000,0.0,0.0,480.0,480.0,121.0,121.0,0.0,0.0,0.0,0.0,1.000,0.000
1576,15.761,0.560,1.568,0.240,0.900,0.376,0.000,0.000,0.376,3.200,1,5.06,5.06,0.00,0.00,1.000,0.000,0.25,1,0.000,0.000,0.0,0.0,480.0,480.0,188.2,188.2,0.0,0.0,0.0,0.0,1.000,0.000
1584,15.841,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,7.60,7.60,0.00,0.00,1.000,0.000,0.37,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1592,15.921,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,7.69,7.69,0.00,0.00,1.000,0.000,0.37,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
1600,16.001,0.200,0.560,0.240,0.900,0.134,0.000,0.000,0.134,3.200,1,8.31,8.31,0.00,0.00,1.000,0.000,0.40,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1608,16.081,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,7.02,7.02,0.00,0.00,1.000,0.000,0.34,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1616,16.161,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,4.51,4.51,0.00,0.00,1.000,0.000,0.22,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1624,16.241,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,2.90,2.90,0.00,0.00,1.000,0.000,0.14,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1632,16.321,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,1.84,1.84,0.00,0.00,1.000,0.000,0.09,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
1640,16.401,-0.280,-0.784,0.240,0.900,0.000,0.188,0.188,0.000,3.200,1,1.88,1.88,0.00,0.00,1.000,0.000,0.09,1,0.000,0.000,0.0,0.0,480.0,480.0,94.1,94.1,0.0,0.0,0.0,0.0,1.000,0.000
1648,16.481,-0.200,-0.560,0.240,0.900,0.000,0.134,0.134,0.000,3.200,1,-4.40,-4.40,0.00,0.00,1.000,0.000,0.21,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
1656,16.561,-0.360,-1.008,0.240,0.900,0.000,0.242,0.242,0.000,3.200,1,-13.13,-13.13,0.00,0.00,1.000,0.000,0.62,1,0.000,0.000,0.0,0.0,480.0,480.0,121.0,121.0,0.0,0.0,0.0,0.0,1.000,0.000
1664,16.641,-0.320,-0.896,0.240,0.900,0.000,0.215,0.215,0.000,3.200,1,-12.66,-12.66,0.00,0.00,1.000,0.000,0.59,1,0.000,0.000,0.0,0.0,480.0,480.0,107.5,107.5,0.0,0.0,0.0,0.0,1.000,0.000
